Identificación,Número de Matrícula,Estado de la matrícula,nombre,Categoria de la Matrícula,Tipo de Sociedad,Tipo Organización,Cámara de Comercio,Fecha de Matrícula,Fecha de Vigencia,Fecha de Cancelación,Último año renovado,Fecha de renovación,Fecha de Actualización,Motivo Cancelación,Emprendimiento Social,Extinción de Dominio
NIT 901194929 - 7,165038,Activa,R Y M ASOCIADOS FRUTAS Y MADERAS S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Monteria,2018/07/06,Indefinido,,2022,2022/04/25,2022/04/25,NORMAL,,
NIT 901549242 - 1,193677,Activa,S&R CARIBBEAN ENERGY AND FUELS LTDA,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Monteria,2021/12/16,2032/08/24,,2022,2022/03/02,2022/09/02,NORMAL,,
NIT 901637192 - 9,201332,Activa,GRUPOSOLUCIONES R&V S.A.S,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Monteria,2022/09/23,Indefinido,,2023,2023/08/25,2023/08/25,NORMAL,N,
NIT 901676747 - 2,203779,Activa,INVERSIONES OSORIO RUENDEZ S.A.S,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Monteria,2023/01/23,Indefinido,,2023,2023/01/23,2023/02/01,NORMAL,,
NIT 901462136 - 3,9000509028,Activa,FUNDACION MY FAMILY R,Sociedad ó persona juridica principal ó esal,Entidad sin animo de lucro,"Asociaciones, corporaciones, fundaciones e instituciones de utilidad común (gremiales, de beneficencia; profesionales, juveniles, sociales, democráticas y participativas, cívicas y comunitarias, de egresados, de rehabilitación social y ayuda a indigentes y clubes sociales).",Monteria,2021/03/02,Indefinido,,2021,2021/03/02,2024/04/12,NORMAL,,
SIN IDENTIFICACION,1207,Activa,LUIS R. HUERGO M. Y CIA LTDA SERVIFLOTAS EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Huila,1972/03/27,1987/06/14,,1972,1972/03/27,2024/06/27,NORMAL,,
NIT 800191579 - 2,60138,Activa,RIESGO & COBERTURAS LTDA. R & C LTDA. ASESORES DE SEGUROS EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Huila,1993/04/05,Indefinido,,0,,2020/11/21,NORMAL,,
SIN IDENTIFICACION 1204,68531,Activa,TRANSPORTES R. Y R. LTDA. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Huila,1995/02/27,2045/01/13,,0,,2020/11/21,NORMAL,,
NIT 813007536 - 7,109625,Activa,INVERSIONES R. V. Y CIA. S. EN C. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad en comandita simple,Huila,2001/04/26,2021/04/06,,2015,2015/03/31,2020/07/31,,,
NIT 901304016 - 1,65266712,Activa,ACABADOS D & R S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2019/07/17,Indefinido,,2023,2023/02/08,2023/02/08,,,
NIT 901365719 - 1,66768612,Activa,COMERCIALIZADORA R & C ANTIOQUIA S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2020/02/12,Indefinido,,2021,2021/03/04,2022/05/04,,,
NIT 901368358 - 1,66845312,Activa,R 2020 S.A.S,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2020/02/19,Indefinido,,2024,2024/04/17,2024/04/17,,,
NIT 901376694 - 3,67094112,Activa,R COVER AUDITORES Y CONSULTORES EN SALUD S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2020/03/12,Indefinido,,2022,2022/02/04,2022/02/04,,,
NIT 901377079 - 8,67103512,Activa,J&R SPORTS COLOMBIA S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2020/03/13,Indefinido,,2021,2021/03/31,2021/05/15,,,
NIT 901425684 - 0,68300912,Activa,C Y R CONSTRUCCIONES Y REPARACIONES S.A.S,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2020/10/29,Indefinido,,2021,2021/04/07,2021/07/07,,,
NIT 901429471 - 7,68377012,Activa,SOLUCIONES CONSTRUCTIVAS C&R S.A.S,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2020/11/09,Indefinido,,2024,2024/02/06,2024/02/06,,,
CEDULA DE CIUDADANIA,70001193,Activa,"JOSE RESTREPO R. & CIA S.C. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad civil,Otras sociedades,Medellin para antioquia,,,,1972,1972/12/31,2019/04/12,,,
NIT 901550428 - 6,71427412,Activa,INVERSIONES Y NEGOCIOS M&R S.A.S,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2021/12/21,Indefinido,,2024,2024/11/16,2024/11/16,,N,
NIT 901591567 - 7,72608612,Activa,C&R SOLUCIONES LOGISTICAS S.A.S,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2022/05/05,Indefinido,,2025,2025/03/31,2025/04/05,,N,N
NIT 901634187 - 8,73733712,Activa,CONSTRUCCIONES & REFORMAS E. V S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2022/09/15,Indefinido,,2022,2022/09/15,2022/09/16,,,
NIT 901673488 - 6,74622712,Activa,INVERSIONES Y COMPAÑIA R&O S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2023/01/20,Indefinido,,2024,2024/06/12,2024/06/12,,,
NIT 901097542 - 5,59404712,Activa,"REDES Y SISTEMAS WISP S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2017/07/14,Indefinido,,2019,2019/04/01,2024/04/20,,,
NIT 901112701 - 4,59816312,Activa,"RANDY SERVICIOS S&R S.A.S ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2017/09/07,Indefinido,,2019,2019/04/01,2024/04/20,,,
NIT 901157821 - 3,61016212,Activa,"E&R CONSTRUCTORES ASOCIADOS S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2018/02/21,Indefinido,,2019,2019/04/15,2024/04/20,,,
NIT 901172458 - 5,61481312,Activa,V&R LOGISTICS S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2018/04/16,Indefinido,,2024,2024/04/22,2024/06/04,,,
NIT 901198293 - 1,62201012,Activa,"EMPANADAS DEL REY R S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2018/07/19,Indefinido,,2018,2018/07/19,2023/04/21,,,
NIT 901215909 - 1,62764512,Activa,"PROYECTOS D&R S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2018/09/21,Indefinido,,2019,2019/11/07,2024/04/20,,,
NIT 901253992 - 5,63848512,Activa,"SERVICIOS INTEGRALES Y COLCHONERIA J R S.A.S ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2019/02/12,Indefinido,,2019,2019/02/12,2024/04/20,,,
NIT 901188198 - 5,64162312,Activa,"INVERSIONES A&R S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2018/06/09,Indefinido,,2019,2019/03/04,2024/04/20,,,
NIT 901302094 - 7,65210312,Activa,"R&MV TOPOGRAFIA S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2019/07/11,Indefinido,,2019,2019/07/11,2024/04/20,,,
NIT 901321147 - 1,65705912,Activa,CENTRO DE DIAGNOSTICO R&R S.A.S,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2019/09/11,Indefinido,,2022,2022/07/14,2022/07/14,,,
NIT 901386474 - 2,67382212,Activa,I Y R CONSTRUCTORA SAS,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2020/06/09,Indefinido,,2021,2021/10/12,2021/10/12,,,
NIT 901452091 - 8,68916312,Activa,SOLUCIONES MONTOYA R S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2021/02/04,Indefinido,,2021,2021/02/04,2022/05/04,,,
NIT 901453268 - 9,68942012,Activa,REFORNOVAR CONSTRUCCIONES C&R S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2021/02/08,Indefinido,,2021,2021/02/08,2022/05/04,,,
NIT 901453570 - 9,68951112,Activa,CONSTRUCCIONES Y REFORMAS RAMOS Y URIBE S.A.S,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2021/02/08,Indefinido,,2023,2023/04/10,2023/04/10,,,
NIT 901470998 - 9,69442612,Activa,R+EVOLUCION S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2021/03/26,Indefinido,,2023,2023/04/21,2023/04/21,,,
NIT 901473252 - 7,69497812,Activa,CONSULTORIAS R Y M COLOMBIA S.A.S,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2021/04/05,Indefinido,,2021,2021/04/05,2023/07/05,,,
SIN IDENTIFICACION,7594,Activa,LUIS R. HUERGO M. Y CIA. LTDA. AUTO NEIVA. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Huila,1974/07/10,1984/03/14,,0,,2020/11/21,NORMAL,,
NIT 800000377 - 3,35936,Activa,S. R. MINERA Y QUIMICOS LTDA. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Huila,1987/02/26,1997/02/18,,0,,2020/11/22,NORMAL,,
NIT 800143354 - 8,53652,Activa,R Y R ELECTRICIDAD LTDA. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Huila,1991/10/03,2011/06/01,,0,,2020/11/21,NORMAL,,
SIN IDENTIFICACION 813,54486,Activa,A. S. R. COMUNICACIONES LTDA. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Huila,1992/01/15,2001/12/26,,0,,2020/11/22,NORMAL,,
NIT 800167456 - 4,56810,Activa,RICARDO VERA R. Y CIA. S. EN C. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad en comandita simple,Huila,1992/07/09,2002/07/06,,0,,2020/11/22,NORMAL,,
NIT 800233326 - 8,65455,Activa,RAMON Y VILLAMIZAR INGENIEROS LTDA. R Y V INGENIEROS LTDA. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Huila,1994/06/24,2004/06/15,,0,,2020/11/21,NORMAL,,
SIN IDENTIFICACION 1181,67737,Activa,BARCENAS Y RAMIREZ ASOCIADOS COMPANIA LTDA.B. Y R. ASOC. CIA. LTDA. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Huila,1995/01/19,2015/01/17,,0,,2020/11/21,NORMAL,,
NIT 813000100 - 8,71043,Activa,R.A. EMPRESA DE SERVICIOS PUBLICOS S.A.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad anonima,Huila,1995/05/22,Indefinido,,2019,2019/02/01,2022/02/02,NORMAL,,
SIN IDENTIFICACION 1356,75072,Activa,ASEJURIDICAS R Y M LTDA. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Huila,1996/02/21,2011/02/14,,0,,2020/11/21,NORMAL,,
SIN IDENTIFICACION 1851,90806,Activa,R. Y. T. LTDA. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Huila,1998/08/20,2003/08/11,,0,,2020/11/21,NORMAL,,
SIN IDENTIFICACION 2332,105090,Activa,PIEDAD R. MOSQUERA V. Y CIA LTDA EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Huila,2000/09/22,2010/09/19,,0,,2020/11/22,NORMAL,,
NIT 813008866 - 7,114274,Activa,SERVICIOS R & R. LIMITADA EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Huila,2001/12/26,2011/12/13,,2009,2009/04/20,2020/11/21,NORMAL,,
NIT 900106187 - 1,164669,Activa,R&C NEIVA COMUNICACIONES LTDA EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Huila,2006/09/12,2026/06/02,,2008,2008/07/07,2020/11/20,NORMAL,,
NIT 900135900 - 9,170327,Activa,LIMPIAMAX C & R LTDA EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Huila,2007/02/26,2026/12/16,,2008,2008/03/31,2020/11/22,NORMAL,,
NIT 900316290 - 1,201794,Activa,CONAUDITE R&R ASOCIADOS S.A.S EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Huila,2009/10/06,2050/12/31,,2011,2011/04/15,2020/11/20,NORMAL,,
NIT 900326451 - 3,203115,Activa,"ROJAS Y ESCANDON SERVICIOS, ASESORIAS Y AUDITORIAS SAS EN LIQUIDACION",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Huila,2009/12/01,Indefinido,,2012,2012/05/14,2018/06/08,,,
NIT 900850842 - 6,53694112,Activa,"N & R COMPAÑÍA DE INGENIERIA Y DISEÑOS S.A.S. ""EN LIQUIDACION""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2015/05/20,Indefinido,,2018,2018/05/25,2022/10/10,,,
SIN IDENTIFICACION,53717312,Activa,"R Y C DISTRIBUIDORA SAS ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2015/05/22,Indefinido,,2015,2015/05/22,2020/07/28,,,
NIT 900860960 - 1,53926112,Activa,"R Y R SOLUCIONES CONSTRUCTIVAS Y ECOLOGICAS S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2015/06/22,Indefinido,,2016,2016/10/26,2021/04/23,,,
NIT 900525332 - 9,54382712,Activa,"CI R&D EXTRACTORES S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2015/08/21,Indefinido,,2016,2016/05/03,2021/04/23,,,
NIT 900181225 - 0,55124212,Activa,"LAMPION R SERVICES S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2016/01/07,Indefinido,,2017,2017/03/31,2022/04/22,,,
NIT 900933047 - 4,55322212,Activa,"CONSTRUCCIONES Y REFORMAS R&M SA.S ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2016/02/02,Indefinido,,2016,2016/02/02,2021/04/23,,,
NIT 900942178 - 9,55482812,Activa,"J VALENCIA R S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2016/02/19,Indefinido,,2016,2016/02/19,2021/04/23,,,
NIT 900958663 - 1,55869212,Activa,R&E DEL NORTE RECREACION Y ENTRETENIMIENTO S.A.S,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2016/04/11,Indefinido,,2023,2023/06/16,2023/06/16,,,
SIN IDENTIFICACION,56038212,Activa,"BENT & R MANAGEMENT S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2016/05/02,Indefinido,,2016,2016/05/02,2021/04/23,,,
NIT 901048732 - 9,57845812,Activa,"INMOBILIARIA E INVERSIONES DE LA ""R"" S.A.S ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2017/01/20,Indefinido,,2017,2017/01/20,2022/04/22,,,
NIT 901050293 - 3,57942712,Activa,OSCAR RUIZ R. SAS,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2017/01/31,Indefinido,,2024,2024/03/27,2024/03/27,,,
NIT 901052033 - 4,58049812,Activa,"D&R SOLUCIONES EMPRESARIALES S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2017/02/09,Indefinido,,2017,2017/02/09,2022/04/22,,,
NIT 901053069 - 3,58085412,Activa,"CONSTRUCCIONES R&C S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2017/02/13,Indefinido,,2017,2017/02/13,2022/04/22,,,
NIT 901054827 - 4,58130612,Activa,"INVERSIONES A & R MEDELLIN S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2017/02/16,Indefinido,,2018,2018/10/02,2023/04/21,,,
NIT 901067432 - 5,58526312,Activa,"INDUSTRIAS R&MV SAS ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2017/03/28,Indefinido,,2019,2019/04/01,2024/04/20,,,
NIT 901191481 - 6,62010912,Activa,COMERCIALIZADORA BUSINESS T & R S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2018/06/22,Indefinido,,2021,2021/03/19,2021/05/15,,,
CEDULA DE CIUDADANIA 90920437,62011893,Activa,"C R C LOS COLORES LA ETAPA ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad civil,Otras sociedades,Medellin para antioquia,,,,1980,1980/03/21,2019/04/12,,,
NIT 901220042 - 1,62888812,Activa,"SERVICIOS PC&R S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2018/10/04,Indefinido,,2019,2019/06/05,2024/04/20,,,
NIT 901238307 - 7,63405612,Activa,"R+GROUP S.A.S. ""EN LIQUIDACIÓN""",Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2018/12/14,Indefinido,,2019,2019/04/01,2024/04/20,,,
NIT 901245853 - 6,63601612,Activa,AVANZ@R+ SAS,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Medellin para antioquia,2019/01/18,2038/01/18,,2022,2022/03/01,2022/03/01,,,
NIT 900016217 - 6,76958,Activa,MANJON & ROJAS ASESORES CIA LTDA. M & R CIA LTDA EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Monteria,2005/04/08,2025/03/10,,0,,2020/11/22,NORMAL,,
NIT 900073567 - 1,81772,Activa,R & M COMUNICACIONES LTDA. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Monteria,2006/03/09,2011/03/02,,2008,2008/05/23,2020/11/23,NORMAL,,
NIT 900088813 - 4,83291,Activa,R.A.W. LIMITADA EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Monteria,2006/06/09,2016/05/05,,0,,2020/11/21,NORMAL,,
NIT 900172875 - 1,90736,Activa,OPTICA SER SANO S. R. LTDA. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Monteria,2007/09/21,2037/09/11,,2008,2008/02/26,2020/11/22,NORMAL,,
NIT 900196238 - 1,92411,Activa,SUMINISTROS Y CONSULTORES R.B. E.U EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Empresas unipersonales,Monteria,2008/01/29,Indefinido,,2009,2009/12/29,2020/11/21,NORMAL,,
NIT 900248412 - 1,97842,Activa,AREA SALUD S & R Y CIA. LTDA. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedad limitada,Monteria,2008/11/26,2018/10/23,,0,,2020/11/21,NORMAL,,
NIT 900703815 - 8,130855,Activa,AMBIENTAR R.& Z. S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Monteria,2014/02/18,Indefinido,,2024,2024/04/03,2024/04/03,NORMAL,S,
NIT 900788058 - 3,137228,Activa,INMOBILIARIA COLINAS T&R S.A.S. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Monteria,2014/10/30,Indefinido,,2014,2014/10/30,2022/05/19,NORMAL,,
NIT 900882138 - 6,142771,Activa,LABORANDO M&R S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Monteria,2015/08/26,Indefinido,,2023,2023/03/28,2023/03/28,NORMAL,,
NIT 900918151 - 1,143658,Activa,NEUROSPINEX R & A S.A.S. EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Monteria,2015/10/14,Indefinido,,2016,2016/03/30,2021/05/14,NORMAL,,
NIT 900906365 - 7,143909,Activa,CONSTRUCCIONES R. MIRANDA S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Monteria,2015/10/28,Indefinido,,2024,2024/03/20,2024/03/20,NORMAL,S,
NIT 901003248 - 1,149886,Activa,R&M ASESORIAS S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Monteria,2016/08/26,Indefinido,,2024,2024/04/01,2024/04/01,NORMAL,N,
NIT 901041645 - 4,151813,Activa,CONSTRUCTORA D&R INGENIEROS S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Monteria,2017/01/06,Indefinido,,2024,2024/02/06,2024/02/06,NORMAL,N,
NIT 901047802 - 1,152405,Activa,FERRETERIA ISRAEL R&Y S.A.S.,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Monteria,2017/01/30,Indefinido,,2022,2022/03/31,2022/04/13,NORMAL,,
NIT 901055886 - 3,153046,Activa,INSTAREDES R & D SAS EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Monteria,2017/02/20,Indefinido,,2017,2017/02/20,2022/05/19,NORMAL,,
NIT 901192497 - 8,164838,Activa,COMERCIALIZADORA VELEZ R SAS EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Monteria,2018/06/26,Indefinido,,2019,2019/04/01,2024/04/26,NORMAL,,
NIT 901213243 - 6,166528,Activa,R & C SOLUCIONES INMOBILIARIAS Y DE CONSTRUCCION DEL CARIBE SAS EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Monteria,2018/09/12,Indefinido,,2018,2018/09/12,2023/04/29,NORMAL,,
NIT 901314588 - 5,174199,Activa,PROJECT CONSTRUCT R & C SAS EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Monteria,2019/08/22,Indefinido,,2019,2019/08/22,2024/05/03,NORMAL,,
NIT 901417158 - 4,182156,Activa,PRODUCTOS DEL CAMPO R&J SAS,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Monteria,2020/10/01,Indefinido,,2022,2022/12/02,2022/12/02,NORMAL,,
NIT 901425617 - 7,182961,Activa,CONSTRU YÁ R&A S.A.S,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Monteria,2020/10/28,Indefinido,,2023,2023/05/02,2023/05/02,NORMAL,,
NIT 901527428 - 1,192007,Activa,RICARDO DISTRIBUCIONES R&R S.A.S,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Monteria,2021/10/04,Indefinido,,2024,2024/03/11,2024/03/27,NORMAL,N,
NIT 901714289 - 4,206705,Activa,PROINCO R&R S.A.S,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Monteria,2023/05/02,Indefinido,,2023,2023/05/02,2023/05/18,NORMAL,N,
NIT 901774098 - 0,211494,Activa,R&C CONSULTORES Y ASOCIADOS S.A.S,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Monteria,2023/11/17,Indefinido,,2024,2024/07/18,2024/07/18,NORMAL,N,
NIT 901807552 - 7,213790,Activa,TRANS RIVERSEG SAS,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Monteria,2024/03/01,Indefinido,,2024,2024/03/01,2024/03/05,NORMAL,N,
NIT 901836212 - 1,216074,Activa,R&C CONSTRUCCIONES Y ASESORIAS SAS,Sociedad ó persona juridica principal ó esal,Sociedad comercial,Sociedades por acciones simplificadas sas,Monteria,2024/05/27,Indefinido,,2024,2024/05/27,2024/05/29,NORMAL,N,
SIN IDENTIFICACION 50000500086,9000500086,Activa,COMITE DE DESPLAZADOS POR LA VIOLENCIA MARGEN IZQ/RIO SINU R/GRANDE EN LIQUIDACION,Sociedad ó persona juridica principal ó esal,Entidad sin animo de lucro,"Las demás organizaciones civiles,corporaciones,fundaciones",Monteria,1996/07/30,2000/05/07,,0,,2020/11/22,NORMAL,,
